STREET,CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020
203 ST,566500,614100,531100,430300,427400.0,55500.0,60100.0,62100,50300,50400
203 ST,553900,599400,516500,422300,419400.0,55900.0,60400.0,61500,50300,50400
203 ST,553900,599400,516500,422300,419400.0,55900.0,60400.0,61500,50300,50400
203 ST,553900,599400,516500,422300,419400.0,55900.0,60400.0,61500,50300,50400
203 ST,586100,641600,556900,460400,456500.0,59100.0,64600.0,65900,54400,54500
203 ST,586000,641600,557800,460300,456500.0,59000.0,64600.0,65800,54300,54500
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,586000,641600,557800,460300,456500.0,59000.0,64600.0,65800,54300,54500
203 ST,586000,641600,557800,460300,456500.0,59000.0,64600.0,65800,54300,54500
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,586000,641600,557800,460300,456500.0,59000.0,64600.0,65800,54300,54500
203 ST,433000,451000,388600,318500,315600.0,48000.0,50000.0,50600,41500,41600
203 ST,433000,451000,388600,318500,315600.0,48000.0,50000.0,50600,41500,41600
203 ST,427100,439400,377700,306300,304400.0,47100.0,48400.0,49700,40300,40400
203 ST,430600,446300,384300,314300,311400.0,46600.0,48300.0,49300,40300,40400
203 ST,430600,446300,384300,314300,311400.0,46600.0,48300.0,49300,40300,40400
203 ST,442000,454300,390600,311300,308400.0,47000.0,48300.0,50600,40300,40400
203 ST,433000,451000,388600,318500,315600.0,48000.0,50000.0,50600,41500,41600
203 ST,433000,451000,388600,318500,315600.0,48000.0,50000.0,50600,41500,41600
203 ST,427100,439400,377700,306300,304400.0,47100.0,48400.0,49700,40300,40400
203 ST,430600,446300,384300,314300,311400.0,46600.0,48300.0,49300,40300,40400
203 ST,430600,446300,384300,314300,311400.0,46600.0,48300.0,49300,40300,40400
203 ST,422300,429100,367600,295200,293300.0,45300.0,46100.0,47600,38200,38300
203 ST,433500,436900,388100,318100,316200.0,47500.0,47900.0,50100,41100,41200
203 ST,433500,436900,388100,318100,316200.0,47500.0,47900.0,50100,41100,41200
203 ST,427600,426500,376900,306400,304500.0,48600.0,48500.0,50900,41400,41500
203 ST,430900,433100,383200,314100,311200.0,47900.0,48100.0,50200,41100,41200
203 ST,430900,433100,383200,314100,311200.0,47900.0,48100.0,50200,41100,41200
203 ST,442200,441100,390400,312100,309200.0,48200.0,48100.0,51400,41100,41200
203 ST,433500,436900,387800,318900,315700.0,54500.0,54900.0,55800,45900,45700
203 ST,433500,436900,388100,318100,316200.0,47500.0,47900.0,50100,41100,41200
203 ST,427100,426000,376600,306300,304400.0,47100.0,47000.0,49600,40300,40400
203 ST,430600,432800,383100,314200,311400.0,46600.0,46800.0,49100,40200,40400
203 ST,430600,432800,383100,314200,311400.0,46600.0,46800.0,49100,40200,40400
203 ST,422300,416700,367400,296200,293300.0,45300.0,44700.0,47400,38200,38300
203 ST,405100,400000,301700,250100,246900.0,84100.0,83000.0,78700,65100,66900
203 ST,304800,303400,229800,193400,191500.0,56800.0,56400.0,52800,44400,45500
203 ST,303200,300700,228200,191900,189000.0,56200.0,55700.0,52200,43900,45000
203 ST,303200,300800,228200,191900,189000.0,56200.0,55800.0,52200,43900,45000
203 ST,303200,300700,227300,190800,188900.0,56200.0,55700.0,52300,43800,44900
203 ST,304900,302300,228800,192300,190500.0,56900.0,56300.0,52800,44300,45500
203 ST,403700,400000,302500,251500,248200.0,81700.0,81000.0,76500,63500,65200
203 ST,375000,370000,280500,232800,230300.0,80000.0,79000.0,74500,61800,63300
203 ST,364500,363200,276000,230300,226800.0,74500.0,74200.0,70000,58300,59800
203 ST,305200,301500,228100,191400,189600.0,57200.0,56500.0,53100,44400,45600
203 ST,303800,300100,226700,190100,188300.0,56800.0,56100.0,52700,44100,45300
203 ST,309000,304100,229700,192900,191100.0,58000.0,57100.0,53700,44900,46100
203 ST,386100,381100,286500,235000,232600.0,79100.0,78100.0,74500,61000,62600
203 ST,378700,373800,283600,236100,232800.0,78700.0,77800.0,73600,61100,62800
203 ST,317100,312000,235600,197300,195600.0,61100.0,60000.0,56600,47300,48600
203 ST,317000,311900,235500,197200,195500.0,61000.0,59900.0,56500,47200,48500
203 ST,356300,356200,270200,224600,222000.0,72300.0,72200.0,68200,56600,58000
203 ST,370400,361600,275700,232600,230300.0,76400.0,74600.0,70700,59600,61300
203 ST,384100,392700,299100,254400,251900.0,75100.0,76700.0,71100,60400,61900
203 ST,303500,304600,231200,197700,194900.0,55500.0,55600.0,51200,43700,44900
203 ST,301900,302000,229800,196300,193400.0,54900.0,55000.0,50800,43300,44400
203 ST,301900,301900,229900,195200,193300.0,54900.0,54900.0,50900,43200,44300
203 ST,300700,301800,228700,195100,193200.0,54700.0,54800.0,50700,43100,44200
203 ST,301900,301900,229900,195200,193300.0,54900.0,54900.0,50900,43200,44300
203 ST,385400,394000,300300,255600,252100.0,75400.0,77000.0,71300,60600,62100
203 ST,357500,363900,278400,237600,234000.0,70500.0,71900.0,66400,56600,58000
203 ST,356100,361100,276100,233900,231300.0,70100.0,71100.0,66100,55900,57300
203 ST,305900,306000,232800,199200,196300.0,55900.0,56000.0,51800,44200,45300
203 ST,300400,300500,228400,193800,191900.0,54400.0,54500.0,50400,42800,43900
203 ST,303300,303400,231300,196600,194700.0,55300.0,55400.0,51300,43600,44700
203 ST,366400,373800,284500,240100,237500.0,70400.0,71800.0,66500,56100,57500
203 ST,360400,367900,281400,240500,237000.0,71400.0,72900.0,67400,57500,59000
203 ST,303200,303300,231200,196500,194700.0,55200.0,55300.0,51200,43500,44700
203 ST,308600,309700,235600,200800,199000.0,56600.0,56700.0,52600,44800,46000
203 ST,352300,358400,273200,232300,229700.0,69300.0,70400.0,65200,55300,56700
203 ST,359000,366400,280000,239100,235500.0,71000.0,72400.0,67000,57100,58500
203 ST,397500,406100,313000,259500,257000.0,74500.0,76100.0,73000,60500,62000
203 ST,311700,312900,240500,199500,197600.0,54700.0,54900.0,52500,43500,44600
203 ST,310100,311300,239100,198100,196200.0,54100.0,54300.0,52100,43100,44200
203 ST,310000,311200,238900,198000,196100.0,54000.0,54200.0,51900,43000,44100
203 ST,310100,311300,239100,198100,196200.0,54100.0,54300.0,52100,43100,44200
203 ST,310400,311600,239000,199200,196300.0,54400.0,54600.0,52000,43200,44300
203 ST,399100,407700,314400,260900,258400.0,75100.0,76700.0,73400,60900,62400
203 ST,368900,376300,291300,241700,239100.0,69900.0,71300.0,68300,56700,58100
203 ST,367500,373700,288600,239000,236400.0,69500.0,70700.0,67600,56000,57400
203 ST,315500,317800,244200,203300,200500.0,55500.0,55800.0,53200,44300,45500
203 ST,310000,311200,238900,198000,196100.0,54000.0,54200.0,51900,43000,44100
203 ST,312700,313900,241400,200600,197700.0,54700.0,54900.0,52400,43600,44700
203 ST,377500,386000,296200,244100,241500.0,69500.0,71000.0,68200,56100,57500
203 ST,373000,380400,294300,244600,242000.0,71000.0,72400.0,69300,57600,59000
203 ST,312700,313900,241400,200600,197700.0,54700.0,54900.0,52400,43600,44700
203 ST,318000,319300,245800,204800,203000.0,56000.0,56300.0,53800,44800,46000
203 ST,363600,369800,284800,236300,233600.0,68600.0,69800.0,66800,55300,56600
203 ST,369000,376500,291500,241800,239200.0,70000.0,71500.0,68500,56800,58200
203 ST,546000,533000,450000,370000,384000.0,148000.0,145000.0,147000,121000,121000
203 ST,547000,533000,449000,369000,383000.0,149000.0,145000.0,147000,121000,121000
203 ST,448900,441200,371900,304900,315900.0,98900.0,97200.0,99900,81900,81900
203 ST,483000,475000,401000,326000,337000.0,121000.0,119000.0,123000,100000,100000
203 ST,446000,438300,368900,303100,314200.0,98000.0,96300.0,98900,81100,81200
203 ST,480000,472000,398000,323400,335400.0,120000.0,118000.0,122000,99400,99400
203 ST,448900,441200,371400,304100,315400.0,92900.0,91200.0,95400,78100,78400
203 ST,483000,475000,401000,326000,338000.0,121000.0,119000.0,123000,100000,100000
203 ST,449100,441300,371000,303900,315000.0,99100.0,97300.0,100000,81900,82000
203 ST,547000,533000,450000,370000,383000.0,149000.0,145000.0,147000,121000,121000
203 ST,459000,452000,379000,308000,318900.0,111000.0,109000.0,112000,91000,90900
203 ST,545000,524000,445000,379000,392000.0,140000.0,135000.0,135000,115000,115000
203 ST,546000,536000,453000,378000,392000.0,144000.0,141000.0,141000,118000,118000
203 ST,452300,445800,375700,310600,321700.0,98300.0,96800.0,98700,81600,81700
203 ST,484000,478000,403000,332000,344000.0,119000.0,117000.0,120000,99000,99000
203 ST,449400,442900,373000,307800,319900.0,97400.0,95900.0,98000,80800,80900
203 ST,481000,475000,400000,329100,341100.0,118000.0,116000.0,119000,98100,98100
203 ST,397600,387500,324500,267200,276200.0,87600.0,85500.0,86500,71200,71200
203 ST,493000,488000,411000,339000,351000.0,122000.0,121000.0,122000,101000,101000
203 ST,450900,444400,374500,309300,321300.0,97900.0,96400.0,98500,81300,81300
203 ST,484000,479000,403000,332200,345200.0,119000.0,118000.0,120000,99200,99200
203 ST,450800,444400,374400,309200,321300.0,97800.0,96400.0,98400,81200,81300
203 ST,546000,536000,454000,379000,392000.0,144000.0,141000.0,142000,119000,118000
203 ST,463000,458000,383000,315900,326900.0,110000.0,109000.0,110000,90900,90900
203 ST,551000,541000,458000,385000,399000.0,144000.0,141000.0,140000,118000,118000
203 ST,552000,542000,458000,386000,401000.0,144000.0,141000.0,141000,119000,119000
203 ST,456100,449700,379000,315500,327600.0,98100.0,96700.0,98000,81500,81600
203 ST,489000,484000,408000,339200,351200.0,119000.0,118000.0,119000,99200,99200
203 ST,454400,446900,377100,313800,324900.0,97400.0,95900.0,97100,80800,80900
203 ST,486000,481000,405000,336200,348200.0,118000.0,117000.0,118000,98200,98200
203 ST,401600,392600,328200,272400,282500.0,87600.0,85600.0,86200,71400,71500
203 ST,498000,493000,416000,345000,358000.0,122000.0,121000.0,122000,101000,101000
203 ST,456000,449600,379000,315500,327500.0,98000.0,96600.0,98000,81500,81500
203 ST,489000,484000,408000,339100,351100.0,119000.0,118000.0,119000,99100,99100
203 ST,456000,449600,379000,315500,327500.0,98000.0,96600.0,98000,81500,81500
203 ST,529000,532000,453000,386000,399000.0,126000.0,127000.0,129000,110000,110000
203 ST,467000,463000,387000,320700,332600.0,110000.0,109000.0,109000,90700,90600
203 ST,558000,547000,463000,393000,407000.0,144000.0,141000.0,140000,119000,118000
203 ST,550000,534000,454000,393000,408000.0,139000.0,135000.0,133000,115000,115000
203 ST,459700,453400,382000,320200,332300.0,97700.0,96400.0,97000,81200,81300
203 ST,494000,488000,412000,345000,357000.0,119000.0,117000.0,118000,99000,99000
203 ST,457000,450600,380200,318600,329700.0,97000.0,95600.0,96200,80600,80700
203 ST,491000,484000,409000,342100,354100.0,118000.0,116000.0,117000,98100,98100
203 ST,405300,396300,331300,277200,287300.0,87300.0,85300.0,85300,71200,71300
203 ST,504000,499000,420000,353000,366000.0,122000.0,121000.0,121000,102000,102000
203 ST,464200,457700,386200,324500,335600.0,99200.0,97700.0,98200,82500,82600
203 ST,494000,489000,412000,345200,358200.0,119000.0,118000.0,118000,99200,99200
203 ST,459800,453400,382000,320300,332300.0,97800.0,96400.0,97000,81300,81300
203 ST,560000,549000,464000,394000,408000.0,145000.0,142000.0,140000,119000,119000
203 ST,472000,468000,392000,326900,338900.0,110000.0,109000.0,109000,90900,90900
203 ST,628000,628000,521000,412000,358000.0,176000.0,176000.0,150000,151000,150000
203 ST,742000,742000,617000,488000,424000.0,201000.0,201000.0,172000,173000,172000
203 ST,502000,476000,414000,365000,357000.0,155000.0,147000.0,143000,126000,126000
203 ST,503000,477000,415000,366000,359000.0,152000.0,144000.0,140000,124000,124000
203 ST,483000,459000,397000,349000,343000.0,144000.0,137000.0,133000,117000,117000
203 ST,435000,410000,354000,314400,308400.0,123000.0,116000.0,112000,99400,99400
203 ST,433000,409000,353000,313000,307000.0,126000.0,119000.0,115000,102000,102000
203 ST,564000,531000,467000,417000,409000.0,181000.0,171000.0,167000,149000,149000
203 ST,546000,514000,451000,401000,394000.0,198000.0,186000.0,182000,162000,163000
203 ST,568000,533000,470000,420000,412000.0,184000.0,172000.0,168000,150000,150000
203 ST,506000,481000,417000,371000,364000.0,154000.0,146000.0,140000,125000,125000
203 ST,508000,482000,419000,373000,366000.0,152000.0,144000.0,139000,124000,124000
203 ST,488000,464000,402000,356000,349000.0,143000.0,136000.0,131000,116000,116000
203 ST,437000,413000,356000,318900,313000.0,122000.0,115000.0,110000,98900,99000
203 ST,437000,413000,356000,318900,313000.0,122000.0,115000.0,110000,98900,99000
203 ST,570000,535000,471000,426000,417000.0,178000.0,167000.0,161000,146000,146000
203 ST,437000,413000,356000,318900,313000.0,122000.0,115000.0,110000,98900,99000
203 ST,574000,539000,474000,428000,420000.0,180000.0,169000.0,163000,147000,147000
203 ST,437000,413000,356000,318900,313000.0,122000.0,115000.0,110000,98900,99000
203 ST,512000,485000,421000,378000,371000.0,154000.0,146000.0,139000,125000,125000
203 ST,513000,487000,422000,381000,373000.0,152000.0,144000.0,137000,124000,124000
203 ST,492000,468000,405000,362000,355000.0,143000.0,136000.0,130000,116000,116000
203 ST,442000,417000,360000,324900,319000.0,122000.0,115000.0,109000,98900,99000
203 ST,442000,417000,360000,324900,319000.0,122000.0,115000.0,109000,98900,99000
203 ST,576000,540000,476000,434000,426000.0,178000.0,167000.0,160000,146000,146000
203 ST,442000,417000,360000,324900,319000.0,122000.0,115000.0,109000,98900,99000
203 ST,580000,544000,479000,437000,403000.0,180000.0,169000.0,161000,147000,147000
203 ST,442000,417000,360000,324900,319000.0,122000.0,115000.0,109000,98900,99000
203 ST,569000,569000,473200,374000,286800.0,109000.0,109000.0,92200,93000,93800
203 ST,442400,442400,367400,290100,222700.0,88400.0,88400.0,74400,75100,75700
203 ST,437500,437500,363700,287400,220000.0,87500.0,87500.0,73700,74400,75000
203 ST,433800,433800,360100,284800,218400.0,86800.0,86800.0,73100,73800,74400
203 ST,381300,381300,316200,250800,192300.0,76300.0,76300.0,64200,64800,65300
203 ST,502000,512000,420000,356000,349900.0,125000.0,127000.0,118000,100000,99900
203 ST,444000,451000,366800,310300,304500.0,106000.0,108000.0,99800,84300,83500
203 ST,457000,465000,378000,317500,311600.0,108000.0,110000.0,103000,86500,85600
203 ST,459000,466000,379000,317700,311800.0,109000.0,111000.0,103000,86700,85800
203 ST,447000,451000,367000,310600,304700.0,107000.0,108000.0,100000,84600,83700
203 ST,423200,429700,347900,289600,283800.0,96200.0,97700.0,90900,75600,74800
203 ST,450000,455000,370600,317300,310500.0,106000.0,108000.0,98600,84300,83500
203 ST,463000,469000,382000,323500,317600.0,109000.0,110000.0,102000,86500,85600
203 ST,465000,471000,383000,324700,317800.0,109000.0,111000.0,102000,86700,85800
203 ST,452000,456000,371300,316600,310700.0,107000.0,108000.0,99300,84600,83700
203 ST,1097000,1001000,850000,611000,600000.0,357000.0,326000.0,370000,266000,264000
203 ST,516000,520000,426000,364000,356200.0,125000.0,126000.0,117000,100000,99200
203 ST,428200,434600,350900,295300,289500.0,97200.0,98600.0,90900,76300,75500
203 ST,1301000,1301000,1083000,658000,767000.0,149000.0,149000.0,135000,142000,150000
204 ST,614900,562500,475300,415500,387700.0,50900.0,46500.0,46300,40500,40700
204 ST,602000,550700,463800,410500,383700.0,51000.0,46700.0,45800,40500,40700
204 ST,602000,550700,463800,410500,383700.0,51000.0,46700.0,45800,40500,40700
204 ST,601100,549700,462800,409500,381700.0,51100.0,46700.0,45800,40500,40700
204 ST,565200,509900,425200,362100,338200.0,45200.0,40900.0,41200,35100,35200
204 ST,565200,509900,425200,362100,338200.0,45200.0,40900.0,41200,35100,35200
204 ST,575100,519800,433800,364100,340200.0,45100.0,40800.0,41800,35100,35200
204 ST,614000,561600,474300,414500,386700.0,51000.0,46600.0,46300,40500,40700
204 ST,602000,550700,463800,410500,383700.0,51000.0,46700.0,45800,40500,40700
204 ST,602000,550700,463800,410500,383700.0,51000.0,46700.0,45800,40500,40700
204 ST,602000,550700,463800,410500,383700.0,51000.0,46700.0,45800,40500,40700
204 ST,602000,550700,463800,410500,383700.0,51000.0,46700.0,45800,40500,40700
204 ST,602000,551700,464700,411500,383700.0,51000.0,46700.0,45700,40500,40700
204 ST,564300,508900,424200,361100,336200.0,45300.0,40900.0,41200,35100,35200
204 ST,565200,509900,425200,362100,338200.0,45200.0,40900.0,41200,35100,35200
204 ST,575100,519800,433800,364100,340200.0,45100.0,40800.0,41800,35100,35200
204 ST,612900,560500,473400,413500,385600.0,50900.0,46500.0,46400,40500,40600
204 ST,604900,554700,467600,415500,387700.0,50900.0,46700.0,45600,40500,40700
204 ST,604900,554700,467600,415500,387700.0,50900.0,46700.0,45600,40500,40700
204 ST,604900,554700,467600,415500,387700.0,50900.0,46700.0,45600,40500,40700
204 ST,612900,559500,473500,412500,384600.0,50900.0,46500.0,46500,40500,40600
