FOLIO,ADDRESS,2024,2023,2022,2021,2020
127017,203 19830 56 AVE,171000,186000,169000,141000,140000
127018,204 19830 56 AVE,172000,188000,172000,143000,142000
127019,205 19830 56 AVE,175000,191000,175000,146000,145000
127020,206 19830 56 AVE,252000,280000,251000,216000,215000
127021,207 19830 56 AVE,230000,255000,221000,197000,195000
127022,208 19830 56 AVE,191000,210000,191000,160000,159000
127023,209 19830 56 AVE,220000,243000,219000,187000,186000
127024,210 19830 56 AVE,213000,234000,211000,179000,178000
127025,211 19830 56 AVE,191000,209000,195000,160000,158000
127026,212 19830 56 AVE,287000,321000,286000,248000,246000
127027,213 19830 56 AVE,269000,299000,264000,230000,229000
127028,214 19830 56 AVE,224000,247000,224000,191000,189000
127029,301 19830 56 AVE,195000,216000,198000,164000,163000
127030,302 19830 56 AVE,183000,201000,182000,153000,152000
127031,303 19830 56 AVE,171000,186000,168000,141000,140000
127032,304 19830 56 AVE,172000,188000,171000,143000,142000
127033,305 19830 56 AVE,175000,191000,174000,146000,145000
127034,306 19830 56 AVE,252000,280000,248000,216000,215000
127035,307 19830 56 AVE,231000,255000,228000,197000,195000
127036,308 19830 56 AVE,191000,210000,189000,160000,159000
127037,309 19830 56 AVE,221000,243000,217000,187000,186000
127038,310 19830 56 AVE,213000,234000,208000,179000,178000
127039,311 19830 56 AVE,190000,210000,193000,160000,158000
127040,312 19830 56 AVE,288000,321000,282000,248000,246000
127041,313 19830 56 AVE,270000,298000,261000,230000,229000
127042,314 19830 56 AVE,224000,247000,221000,191000,189000
127043,401 19830 56 AVE,196000,216000,196000,164000,163000
127044,402 19830 56 AVE,184000,201000,180000,153000,152000
127045,403 19830 56 AVE,171000,186000,166000,141000,140000
127046,404 19830 56 AVE,173000,188000,170000,143000,142000
127047,405 19830 56 AVE,176000,191000,172000,146000,145000
127048,406 19830 56 AVE,253000,280000,246000,216000,215000
127049,407 19830 56 AVE,231000,255000,226000,197000,195000
127050,408 19830 56 AVE,192000,210000,188000,160000,159000
127051,409 19830 56 AVE,221000,242000,215000,187000,186000
127052,410 19830 56 AVE,213000,234000,207000,179000,178000
127053,411 19830 56 AVE,190000,210000,191000,160000,158000
127054,412 19830 56 AVE,289000,320000,279000,248000,246000
127055,413 19830 56 AVE,270000,298000,259000,230000,229000
127056,414 19830 56 AVE,225000,247000,219000,191000,189000
 ,19830 56 AVE,225000,247000,219000,191000,189000
120041,1 19860 56 AVE,84200,88200,108000,92700,97500
120042,2 19860 56 AVE,84400,88600,107000,92700,97500
120043,3 19860 56 AVE,84400,88600,107000,92700,97500
120044,4 19860 56 AVE,84400,88500,107000,92700,97500
120045,5 19860 56 AVE,84100,88300,108000,92700,97500
120052,1 19876 56 AVE,123000,123000,125000,102000,103000
120053,2 19876 56 AVE,121000,121000,123000,100000,101000
120054,3 19876 56 AVE,125000,125000,125000,103000,104000
120055,4 19876 56 AVE,124000,124000,124000,102000,103000
120056,5 19876 56 AVE,160000,158000,163000,134000,136000
120061,1 19890 56 AVE,124000,125000,127000,103000,104000
120062,2 19890 56 AVE,123000,123000,125000,102000,103000
120063,3 19890 56 AVE,128000,128000,128000,106000,107000
120064,4 19890 56 AVE,126000,126000,126000,104000,105000
120065,5 19890 56 AVE,164000,162000,168000,138000,139000
050661,101 19897 56 AVE,170000,170000,113000,113000,113000
050662,102 19897 56 AVE,154000,154000,102000,103000,102000
050663,103 19897 56 AVE,154000,154000,102000,103000,102000
050664,104 19897 56 AVE,154000,154000,102000,103000,102000
050665,105 19897 56 AVE,154000,154000,102000,103000,102000
050666,106 19897 56 AVE,137000,137000,91100,91700,91200
050667,106 19897 56 AVE,137000,137000,91400,92000,91500
050668,108 19897 56 AVE,154000,154000,102000,103000,102000
050669,109 19897 56 AVE,154000,154000,102000,103000,102000
050670,110 19897 56 AVE,154000,154000,102000,103000,102000
050672,112 19897 56 AVE,177000,177000,118000,119000,118000
050673,201 19897 56 AVE,160000,150000,123000,102000,102000
050674,202 19897 56 AVE,159000,150000,123000,102000,102000
050675,203 19897 56 AVE,157000,150000,123000,102000,102000
050676,204 19897 56 AVE,159000,150000,123000,102000,102000
050677,205 19897 56 AVE,159000,150000,123000,102000,102000
050678,206 19897 56 AVE,159000,150000,123000,102000,102000
050679,207 19897 56 AVE,159000,150000,123000,102000,102000
050680,208 19897 56 AVE,159000,150000,123000,102000,102000
050681,209 19897 56 AVE,159000,150000,123000,102000,102000
050682,210 19897 56 AVE,159000,150000,123000,102000,102000
050683,211 19897 56 AVE,159000,150000,123000,102000,102000
050671,211 19897 56 AVE,154000,154000,102000,103000,102000
050684,212 19897 56 AVE,160000,150000,123000,102000,102000
120071,101 19908 56 AVE,155000,165000,172000,146000,147000
120072,102 19908 56 AVE,143000,150000,158000,130000,131000
120073,103 19908 56 AVE,144000,152000,159000,132000,133000
120074,104 19908 56 AVE,143000,150000,158000,130000,131000
120075,105 19908 56 AVE,146000,154000,160000,134000,135000
120076,106 19908 56 AVE,139000,146000,157000,126000,127000
120077,107 19908 56 AVE,148000,156000,163000,137000,137000
120081,1 19920 56 AVE,109000,107000,132000,104000,108000
120082,2 19920 56 AVE,109000,107000,134000,104000,108000
120083,3 19920 56 AVE,109000,107000,134000,104000,108000
120084,4 19920 56 AVE,109000,107000,132000,104000,108000
120085,5 19920 56 AVE,109000,102000,141000,100000,102000
120111,1 19952 56 AVE,115000,115000,161000,116000,118000
120112,2 19952 56 AVE,116000,116000,159000,116000,118000
120113,3 19952 56 AVE,116000,116000,159000,116000,118000
120114,4 19952 56 AVE,116000,116000,159000,116000,118000
120115,5 19952 56 AVE,116000,115000,161000,116000,118000
120123,1 19962 56 AVE,154000,134000,174000,124000,126000
120124,2 19962 56 AVE,155000,135000,173000,124000,126000
120125,3 19962 56 AVE,155000,135000,173000,124000,126000
120126,4 19962 56 AVE,155000,135000,173000,124000,126000
120127,5 19962 56 AVE,154000,134000,174000,124000,126000
050822,1 20011 56 AVE,143000,147000,145000,118000,117000
050823,2 20011 56 AVE,140000,144000,140000,114000,114000
050824,3 20011 56 AVE,140000,144000,140000,114000,114000
050825,4 20011 56 AVE,143000,147000,145000,118000,117000
050826,5 20011 56 AVE,184000,190000,187000,155000,155000
050827,6 20011 56 AVE,143000,147000,145000,118000,117000
050828,7 20011 56 AVE,143000,147000,145000,118000,117000
050829,8 20011 56 AVE,140000,144000,140000,114000,114000
050831,9 20011 56 AVE,140000,144000,140000,114000,114000
050832,10 20011 56 AVE,143000,147000,145000,118000,117000
050833,11 20011 56 AVE,143000,147000,145000,118000,117000
050834,12 20011 56 AVE,147000,149000,147000,120000,119000
050835,13 20011 56 AVE,145000,147000,143000,117000,117000
050836,14 20011 56 AVE,145000,147000,143000,117000,117000
050837,15 20011 56 AVE,147000,149000,147000,120000,119000
050838,16 20011 56 AVE,189000,193000,188000,157000,157000
050839,17 20011 56 AVE,147000,149000,147000,120000,119000
050840,18 20011 56 AVE,147000,149000,147000,120000,119000
050843,19 20011 56 AVE,145000,147000,143000,117000,117000
050844,20 20011 56 AVE,145000,147000,143000,117000,117000
050845,21 20011 56 AVE,147000,149000,147000,120000,119000
050846,22 20011 56 AVE,147000,149000,147000,120000,119000
050847,23 20011 56 AVE,189000,193000,187000,157000,157000
050848,24 20011 56 AVE,147000,150000,145000,120000,119000
050849,25 20011 56 AVE,149000,152000,146000,121000,121000
050851,26 20011 56 AVE,145000,147000,141000,117000,117000
050852,27 20011 56 AVE,147000,150000,145000,120000,119000
050853,28 20011 56 AVE,189000,193000,187000,157000,157000
050854,29 20011 56 AVE,147000,150000,145000,120000,119000
050855,30 20011 56 AVE,147000,150000,145000,120000,119000
050856,31 20011 56 AVE,149000,152000,146000,121000,121000
050857,32 20011 56 AVE,145000,147000,141000,117000,117000
050858,33 20011 56 AVE,147000,150000,145000,120000,119000
050859,34 20011 56 AVE,147000,150000,145000,120000,119000
050861,35 20011 56 AVE,189000,193000,187000,157000,157000
030760,101 20064 56 AVE,185000,198000,182000,161000,162000
030761,102 20064 56 AVE,175000,186000,171000,151000,152000
030762,103 20064 56 AVE,148000,155000,142000,126000,127000
030763,104 20064 56 AVE,148000,154000,142000,126000,127000
030764,105 20064 56 AVE,174000,185000,170000,150000,151000
030765,106 20064 56 AVE,174000,185000,170000,150000,151000
030766,107 20064 56 AVE,112000,115000,107000,93400,93800
030767,108 20064 56 AVE,112000,115000,107000,93200,93500
030768,201 20064 56 AVE,154000,164000,157000,141000,143000
030769,202 20064 56 AVE,145000,153000,147000,131000,133000
030770,203 20064 56 AVE,125000,131000,125000,112000,114000
030771,204 20064 56 AVE,125000,130000,124000,112000,113000
030772,205 20064 56 AVE,144000,153000,147000,131000,133000
030773,206 20064 56 AVE,144000,153000,147000,131000,133000
030774,207 20064 56 AVE,169000,181000,191000,155000,158000
030775,301 20064 56 AVE,199000,214000,224000,185000,188000
030776,302 20064 56 AVE,126000,130000,123000,112000,114000
030777,303 20064 56 AVE,125000,130000,123000,112000,113000
030778,304 20064 56 AVE,191000,205000,216000,177000,179000
030779,305 20064 56 AVE,172000,184000,193000,158000,160000
 ,20064 56 AVE,172000,184000,193000,158000,160000
038091,101 20120 56 AVE,194000,199000,214000,167000,167000
038092,102 20120 56 AVE,202000,206000,219000,172000,172000
038093,103 20120 56 AVE,207000,210000,223000,175000,175000
038094,104 20120 56 AVE,195000,201000,216000,169000,169000
038095,105 20120 56 AVE,161000,168000,180000,141000,141000
038096,106 20120 56 AVE,161000,168000,180000,141000,141000
038097,107 20120 56 AVE,195000,201000,216000,169000,169000
038098,108 20120 56 AVE,186000,191000,206000,161000,160000
038099,109 20120 56 AVE,193000,197000,212000,165000,164000
038100,110 20120 56 AVE,270000,272000,287000,229000,229000
038101,111 20120 56 AVE,186000,192000,206000,161000,161000
038102,112 20120 56 AVE,186000,192000,207000,161000,161000
038103,113 20120 56 AVE,194000,199000,213000,166000,166000
038104,201 20120 56 AVE,194000,199000,211000,167000,166000
038105,202 20120 56 AVE,202000,206000,216000,172000,172000
038106,203 20120 56 AVE,207000,210000,221000,175000,175000
038107,204 20120 56 AVE,195000,200000,213000,169000,168000
038108,205 20120 56 AVE,175000,178000,190000,148000,148000
038109,206 20120 56 AVE,175000,179000,191000,149000,148000
038110,207 20120 56 AVE,195000,200000,213000,169000,168000
038111,208 20120 56 AVE,186000,192000,204000,161000,160000
038112,209 20120 56 AVE,197000,203000,215000,170000,170000
038113,210 20120 56 AVE,262000,265000,277000,224000,224000
038114,211 20120 56 AVE,186000,192000,204000,161000,161000
038115,212 20120 56 AVE,187000,192000,204000,161000,161000
038116,213 20120 56 AVE,193000,198000,210000,166000,166000
038117,301 20120 56 AVE,194000,198000,208000,166000,166000
038118,302 20120 56 AVE,202000,206000,204000,172000,172000
038119,303 20120 56 AVE,207000,210000,219000,175000,175000
038120,304 20120 56 AVE,195000,200000,210000,168000,168000
038121,305 20120 56 AVE,165000,171000,179000,142000,142000
038122,306 20120 56 AVE,165000,171000,180000,143000,142000
038123,307 20120 56 AVE,195000,200000,210000,168000,168000
038124,308 20120 56 AVE,186000,191000,202000,161000,160000
038125,309 20120 56 AVE,197000,203000,213000,170000,170000
038126,310 20120 56 AVE,262000,265000,273000,224000,224000
038127,311 20120 56 AVE,187000,192000,202000,161000,161000
038128,312 20120 56 AVE,187000,192000,202000,161000,161000
038129,313 20120 56 AVE,193000,197000,208000,166000,165000
 ,20120 56 AVE,193000,197000,208000,166000,165000
030204,102 20140 56 AVE,167000,144000,174000,138000,138000
030205,103 20140 56 AVE,164000,142000,171000,136000,136000
030206,104 20140 56 AVE,198000,169000,204000,165000,165000
030207,105 20140 56 AVE,195000,167000,200000,162000,162000
030208,106 20140 56 AVE,192000,164000,200000,160000,161000
030209,107 20140 56 AVE,169000,145000,176000,140000,140000
030210,108 20140 56 AVE,193000,165000,202000,162000,162000
030211,109 20140 56 AVE,169000,146000,174000,139000,139000
030200,110 20140 56 AVE,197000,168000,202000,163000,164000
030201,111 20140 56 AVE,164000,142000,171000,136000,136000
030202,112 20140 56 AVE,163000,141000,170000,135000,135000
030203,113 20140 56 AVE,166000,143000,173000,137000,137000
030216,201 20140 56 AVE,126000,108000,127000,102000,102000
030217,202 20140 56 AVE,166000,143000,171000,137000,137000
030218,203 20140 56 AVE,165000,142000,170000,136000,136000
030219,204 20140 56 AVE,199000,169000,201000,165000,165000
030220,205 20140 56 AVE,195000,167000,198000,162000,162000
030221,206 20140 56 AVE,193000,165000,199000,161000,161000
030222,207 20140 56 AVE,170000,146000,175000,140000,140000
030223,208 20140 56 AVE,194000,165000,198000,161000,161000
030224,209 20140 56 AVE,169000,146000,172000,139000,139000
030212,210 20140 56 AVE,197000,168000,200000,164000,164000
030213,211 20140 56 AVE,164000,142000,169000,135000,135000
030214,212 20140 56 AVE,164000,141000,169000,135000,135000
030215,213 20140 56 AVE,167000,144000,172000,138000,138000
030229,301 20140 56 AVE,126000,109000,127000,103000,103000
030230,302 20140 56 AVE,169000,145000,171000,139000,139000
030231,303 20140 56 AVE,165000,143000,168000,136000,136000
030232,304 20140 56 AVE,199000,170000,199000,165000,165000
030233,305 20140 56 AVE,196000,167000,196000,162000,162000
030234,306 20140 56 AVE,194000,165000,196000,161000,161000
030235,307 20140 56 AVE,169000,146000,172000,140000,140000
030236,308 20140 56 AVE,194000,166000,196000,161000,161000
030237,309 20140 56 AVE,170000,147000,170000,139000,139000
030225,310 20140 56 AVE,198000,169000,198000,164000,164000
030226,311 20140 56 AVE,165000,142000,167000,135000,135000
030227,312 20140 56 AVE,164000,142000,167000,135000,135000
030228,313 20140 56 AVE,167000,144000,170000,138000,138000
 ,20140 56 AVE,0,0,0,0,0
044209,101 20200 56 AVE,153000,144000,150000,130000,130000
044208,102 20200 56 AVE,163000,153000,160000,139000,140000
044207,103 20200 56 AVE,110000,103000,114000,95100,95500
044206,104 20200 56 AVE,131000,122000,135000,114000,115000
044205,106 20200 56 AVE,80100,74800,78200,66900,67200
044204,107 20200 56 AVE,80500,75200,78700,67200,67500
044203,108 20200 56 AVE,166000,156000,175000,148000,149000
044202,109 20200 56 AVE,174000,163000,181000,155000,155000
044210,110 20200 56 AVE,133000,123000,136000,115000,116000
044201,111 20200 56 AVE,113000,106000,117000,97700,98200
044211,112 20200 56 AVE,132000,123000,135000,114000,115000
044200,113 20200 56 AVE,141000,133000,149000,125000,126000
044212,114 20200 56 AVE,142000,132000,146000,124000,125000
044199,115 20200 56 AVE,143000,135000,150000,126000,127000
044198,116 20200 56 AVE,160000,150000,167000,142000,142000
044197,117 20200 56 AVE,166000,156000,175000,148000,149000
044196,118 20200 56 AVE,81000,75700,79000,67600,68000
044195,119 20200 56 AVE,80100,74800,78400,67000,67300
044194,121 20200 56 AVE,131000,122000,135000,114000,114000
044193,122 20200 56 AVE,110000,103000,114000,95100,95500
044192,123 20200 56 AVE,163000,153000,160000,139000,140000
044191,124 20200 56 AVE,153000,145000,151000,130000,131000
044231,201 20200 56 AVE,152000,141000,155000,132000,132000
044230,202 20200 56 AVE,161000,150000,164000,140000,141000
044229,203 20200 56 AVE,114000,105000,115000,96900,97400
044228,204 20200 56 AVE,136000,125000,136000,116000,117000
044227,206 20200 56 AVE,83000,77000,80100,68700,69000
044226,207 20200 56 AVE,83200,77200,80600,69000,69300
044225,208 20200 56 AVE,174000,160000,177000,151000,152000
044224,209 20200 56 AVE,181000,164000,179000,157000,158000
044232,210 20200 56 AVE,137000,126000,138000,117000,117000
044223,211 20200 56 AVE,118000,108000,119000,99900,100000
044233,212 20200 56 AVE,136000,125000,137000,116000,117000
044222,213 20200 56 AVE,158000,146000,162000,137000,138000
044234,214 20200 56 AVE,147000,135000,148000,126000,127000
044221,215 20200 56 AVE,149000,138000,153000,129000,129000
044220,216 20200 56 AVE,165000,153000,167000,143000,144000
044219,217 20200 56 AVE,173000,159000,177000,151000,152000
044218,218 20200 56 AVE,83800,77800,80900,69400,69700
044217,219 20200 56 AVE,83000,77000,80300,68800,69100
044216,221 20200 56 AVE,136000,125000,137000,116000,116000
044215,222 20200 56 AVE,114000,105000,115000,96900,97400
044214,223 20200 56 AVE,161000,150000,164000,140000,141000
044213,224 20200 56 AVE,153000,142000,155000,132000,133000
044255,301 20200 56 AVE,152000,141000,154000,132000,132000
044254,302 20200 56 AVE,161000,150000,163000,140000,141000
044253,303 20200 56 AVE,114000,105000,114000,96900,97400
044252,304 20200 56 AVE,137000,125000,136000,116000,117000
044251,305 20200 56 AVE,108000,100000,108000,91300,91700
044250,306 20200 56 AVE,82700,76900,79800,68700,69000
044249,307 20200 56 AVE,83000,77200,79900,69000,69300
044248,308 20200 56 AVE,174000,160000,176000,151000,152000
044247,309 20200 56 AVE,180000,166000,181000,157000,158000
